City,datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,temperature_2m,relative_humidity_2m,apparent_temperature,rain,pressure_msl,wind_speed_10m,dew_point_2m,weather_code,surface_pressure,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,wind_gusts_10m,wind_direction_10m,cloud_cover,precipitation,et0_fao_evapotranspiration,vapour_pressure_deficit,cloud_cover_high,cloud_cover_low,cloud_cover_mid,soil_temperature_7_to_28cm,wind_speed_100m,wind_direction_100m,is_day,total_column_integrated_water_vapour,wet_bulb_temperature_2m,direct_radiation,direct_radiation_instant,hour,weekday,is_weekend,traffic_level
Kolkata,2021-03-03,238.3,100.4,168.3,113.0,11.7,7.5,0.19,56.1,197.7,8.32,27.36,0.13,397.1,Satisfactory,20.8305,94.011284,23.68105,0.0,1011.3,6.379216,19.8305,0.0,1010.1254,25.630499,0.141,9.36,343.61038,0.0,0.0,0.0,0.14737034,0.0,0.0,0.0,26.9305,15.84,360.0,0.0,23.7,20.092588,0.0,0.0,0,2,0,Medium
Kolkata,2021-03-04,191.8,519.2,49.2,90.6,148.7,12.9,4.37,26.9,94.2,7.82,5.9,9.06,141.3,Good,19.0805,72.30541,19.786667,0.0,1011.7,4.0249224,13.9805,0.0,1010.5181,22.2305,0.141,10.799999,296.56497,0.0,0.0,0.001782173,0.6118703,0.0,0.0,0.0,25.9805,5.315336,331.69934,0.0,17.4,15.706499,0.0,0.0,0,3,0,Medium
Kolkata,2021-03-05,340.9,317.7,20.0,42.6,187.7,33.8,3.2,76.6,174.9,13.23,14.12,0.76,300.5,Very Poor,21.1805,98.7794,24.377834,0.0,1010.6,8.049845,20.9805,0.0,1009.4279,24.3305,0.143,10.799999,206.56499,4.0,0.0,0.0,0.030685425,0.0,3.0,0.0,26.3305,12.4811535,213.23172,0.0,23.5,21.044392,0.0,0.0,0,4,0,Medium
Kolkata,2021-03-06,298.0,544.4,65.5,19.6,29.9,9.5,6.69,33.2,175.8,8.62,28.43,5.11,276.4,Satisfactory,22.2305,66.44362,22.859108,0.0,1009.4,8.942214,15.6805,0.0,1008.23346,25.5805,0.14,16.919998,229.89915,0.0,0.0,0.035715643,0.8997952,0.0,0.0,0.0,27.130499,21.889065,233.6954,0.0,20.9,17.88454,0.0,0.0,0,5,1,Medium
Kolkata,2021-03-07,176.8,570.3,129.6,128.5,82.4,32.7,9.91,72.6,54.1,1.23,19.12,4.98,398.0,Poor,20.9805,75.95961,22.216276,0.0,1010.6,7.289444,16.5805,0.0,1009.42694,25.9305,0.139,11.5199995,69.775055,0.0,0.0,0.013516566,0.59721625,0.0,2.0,0.0,27.3305,17.731598,84.17376,0.0,18.5,17.956717,0.0,0.0,0,6,1,Medium
Kolkata,2021-03-08,31.3,220.9,83.0,120.3,163.5,21.7,5.43,23.3,2.1,6.53,7.72,8.28,158.4,Severe,23.2305,98.79802,27.84113,0.0,1012.3,6.2145634,23.030499,3.0,1011.1338,26.6805,0.139,19.8,169.99208,100.0,0.0,0.0,0.034220457,0.0,100.0,0.0,27.530499,10.086427,182.04536,0.0,27.1,23.106085,0.0,0.0,0,0,0,Medium
Kolkata,2021-03-09,198.9,430.2,196.3,130.3,101.8,13.0,1.31,73.7,127.5,12.01,21.3,5.25,174.7,Satisfactory,23.8305,96.73948,27.969284,0.0,1010.7,10.464797,23.280499,0.0,1009.5382,25.9805,0.139,19.8,206.56499,3.0,0.0,0.0,0.09623814,0.0,11.0,1.0,27.780499,20.3774,212.00534,0.0,22.9,23.436419,0.0,0.0,0,1,0,Medium
Kolkata,2021-03-10,2.8,401.9,98.4,5.2,143.7,15.8,5.47,0.7,135.0,17.11,21.89,1.29,436.1,Moderate,23.5805,95.27983,27.576178,0.0,1011.2,9.422101,22.780499,0.0,1010.03674,26.1805,0.138,24.48,186.58185,3.0,0.0,0.0,0.13725066,0.0,1.0,13.0,28.030499,20.275385,196.50444,0.0,32.0,22.993904,0.0,0.0,0,2,0,Medium
Kolkata,2021-03-11,446.4,369.7,53.0,141.3,62.0,2.1,0.34,10.6,6.4,19.96,19.78,3.85,23.3,Very Poor,25.280499,96.19745,30.887093,0.0,1012.0,6.130579,24.630499,1.0,1010.84247,26.9305,0.141,11.879999,176.6336,32.0,0.0,0.0,0.122370005,0.0,97.0,35.0,28.3305,9.449572,197.74477,0.0,33.8,24.813175,0.0,0.0,0,3,0,Medium
Kolkata,2021-03-12,287.8,115.9,120.8,101.9,228.4,23.8,7.94,35.6,107.5,4.53,15.59,0.23,277.2,Good,23.9805,99.400795,29.267773,0.0,1013.6,5.0911684,23.880499,3.0,1012.43555,26.130499,0.175,9.36,224.9999,100.0,0.0,0.0,0.017844677,0.0,100.0,9.0,27.8305,6.9153743,231.34016,0.0,36.7,23.939425,0.0,0.0,0,4,0,Medium
Kolkata,2021-03-13,329.7,413.7,142.4,129.4,92.3,33.5,6.75,97.7,104.0,14.02,26.11,0.91,193.2,Good,23.3305,99.698524,28.416145,0.0,1013.4,3.9763298,23.280499,2.0,1012.2333,27.2305,0.168,10.440001,275.19434,64.0,0.0,0.0,0.008634806,0.0,31.0,0.0,28.1805,7.5685663,267.27374,0.0,35.8,23.324707,0.0,0.0,0,5,1,Medium
Kolkata,2021-03-14,452.0,51.7,101.3,9.6,110.0,0.9,0.85,16.1,141.3,0.64,1.73,3.42,488.0,Moderate,19.030499,96.017395,21.354164,0.0,1012.2,5.2416787,18.380499,0.0,1011.0172,23.9305,0.2,7.5599995,344.05453,0.0,0.0,0.0,0.087688446,0.0,0.0,0.0,26.6805,6.830519,18.435053,0.0,26.8,18.5476,0.0,0.0,0,6,1,Medium
Kolkata,2021-03-15,452.8,258.6,85.9,81.1,25.4,42.4,7.4,60.3,170.9,10.48,3.51,9.95,317.4,Satisfactory,21.630499,94.919136,25.026932,0.0,1010.6,5.95906,20.780499,0.0,1009.4295,24.1805,0.187,10.440001,244.98314,0.0,0.0,0.0,0.13129687,0.0,0.0,0.0,26.5805,15.137133,244.65387,0.0,27.3,21.003778,0.0,0.0,0,0,0,Medium
Kolkata,2021-03-16,282.7,449.9,80.3,47.7,173.5,39.5,6.99,16.2,193.0,2.83,17.8,3.72,73.7,Severe,21.8305,99.69511,25.839733,0.0,1010.3,5.4477882,21.780499,0.0,1009.1308,26.030499,0.177,9.0,262.40546,1.0,0.0,0.0,0.007974625,0.0,0.0,0.0,27.0805,9.449572,252.25523,0.0,21.5,21.814602,0.0,0.0,0,1,0,Medium
Kolkata,2021-03-17,36.5,370.9,27.7,17.1,41.4,49.5,3.49,4.7,5.9,17.68,13.67,7.97,88.9,Good,20.530499,92.83634,22.935144,0.0,1009.6,7.754637,19.3305,0.0,1008.4266,24.030499,0.172,10.799999,248.19853,0.0,0.0,0.0,0.17306852,0.0,0.0,0.0,26.9805,11.966953,263.08887,0.0,22.4,19.647274,0.0,0.0,0,2,0,Medium
Kolkata,2021-03-18,61.9,55.7,27.9,31.6,67.8,42.9,1.95,14.8,99.6,16.37,13.59,1.85,77.9,Satisfactory,22.130499,93.49235,25.598566,0.0,1010.0,6.3690495,21.030499,3.0,1008.8324,25.630499,0.164,11.5199995,227.29063,96.0,0.0,0.0,0.17336631,97.0,0.0,0.0,27.4805,11.183201,236.82147,0.0,25.3,21.31818,0.0,0.0,0,3,0,Medium
Kolkata,2021-03-19,185.9,213.2,60.8,38.5,78.2,15.9,0.95,30.1,31.8,1.87,2.77,3.75,160.9,Poor,21.4305,96.97866,24.920444,0.0,1009.5,5.8603754,20.9305,3.0,1008.3301,26.030499,0.158,11.159999,312.5104,95.0,0.0,0.0,0.0771265,92.0,0.0,0.0,27.4805,10.028439,291.03757,0.0,20.7,21.06647,0.0,0.0,0,4,0,Medium
Kolkata,2021-03-20,430.4,396.7,186.4,133.7,25.9,17.8,8.09,51.8,198.6,12.41,9.62,7.95,104.8,Very Poor,21.9305,93.48285,25.170612,0.0,1007.5,7.208994,20.8305,2.0,1006.3343,25.380499,0.157,9.72,267.13766,79.0,0.0,0.0,0.17152214,72.0,0.0,0.0,27.8305,14.587776,285.75125,0.0,30.5,21.118366,0.0,0.0,0,5,1,Medium
Kolkata,2021-03-21,468.6,470.6,160.4,63.1,43.6,18.7,0.71,93.0,194.3,6.87,8.67,1.33,360.4,Good,24.4805,95.31084,30.197311,0.0,1007.3,1.2979984,23.6805,0.0,1006.1446,26.630499,0.154,9.0,123.690094,4.0,0.0,0.0,0.14389396,2.0,0.0,0.0,28.7305,3.7585104,196.69933,0.0,32.5,23.895325,0.0,0.0,0,6,1,Medium
Kolkata,2021-03-22,9.1,441.4,70.8,120.6,38.8,3.6,9.43,51.4,1.2,14.65,25.93,2.01,123.3,Moderate,24.4805,93.03928,29.624832,0.0,1009.9,3.563818,23.280499,0.0,1008.74164,27.130499,0.155,9.36,224.9999,0.0,0.0,0.0,0.21360922,0.0,0.0,0.0,28.9805,6.130579,266.6336,0.0,31.7,23.59099,0.0,0.0,0,0,0,Medium
Kolkata,2021-03-23,345.6,228.4,112.6,113.6,96.8,47.1,5.63,28.0,152.9,5.49,2.38,4.52,259.7,Good,25.3305,91.69449,30.822964,0.0,1011.4,3.671294,23.880499,2.0,1010.24316,26.9305,0.157,9.72,191.30989,61.0,0.0,0.0,0.26809645,2.0,0.0,1.0,28.8305,5.692099,214.69522,0.0,34.0,24.251163,0.0,0.0,0,1,0,Medium
Kolkata,2021-03-24,435.3,433.4,61.0,24.9,76.1,40.1,6.79,79.9,127.5,17.41,9.15,2.92,60.5,Poor,24.880499,87.86752,29.467781,0.0,1010.5,5.1544156,22.7305,0.0,1009.3426,27.280499,0.158,14.04,192.09474,0.0,0.0,0.0,0.3813324,0.0,0.0,33.0,29.4805,7.8954163,226.8476,0.0,39.8,23.288015,0.0,0.0,0,2,0,Medium
Kolkata,2021-03-25,409.9,377.4,36.4,9.8,155.3,45.8,6.86,78.0,129.0,12.25,12.94,6.18,223.1,Moderate,24.280499,81.59852,27.67714,0.0,1009.4,6.4799995,20.9305,2.0,1008.2414,27.5805,0.164,12.24,360.0,78.0,0.0,0.006499021,0.5581174,46.0,0.0,0.0,29.4805,14.869351,6.9528637,0.0,27.5,21.855362,0.0,0.0,0,3,0,Medium
Kolkata,2021-03-26,481.4,504.7,168.5,140.8,90.3,16.9,2.11,66.9,55.4,18.62,17.68,5.72,113.9,Moderate,24.3305,70.76094,26.966377,0.0,1009.6,4.0249224,18.6805,0.0,1008.44135,27.2305,0.157,7.92,259.69522,19.0,0.0,0.0061498913,0.889652,54.0,0.0,5.0,29.280499,5.1919937,326.3099,0.0,27.0,20.419863,0.0,0.0,0,4,0,Medium
Kolkata,2021-03-27,156.6,329.4,161.9,115.7,178.5,38.3,4.73,82.5,136.3,3.18,10.24,2.91,438.6,Good,24.7305,75.84141,28.312202,0.0,1008.8,2.5455842,20.1805,0.0,1007.6438,26.9305,0.151,9.36,8.130019,0.0,0.0,0.0,0.7527442,0.0,0.0,0.0,29.2305,5.8603754,349.3804,0.0,25.3,21.499184,0.0,0.0,0,5,1,Medium
Kolkata,2021-03-28,316.3,65.4,197.5,87.9,244.3,46.6,0.42,6.2,4.9,19.24,21.68,9.44,219.6,Good,23.1805,98.49896,27.954025,0.0,1007.8,4.6938252,22.9305,0.0,1006.639,27.6805,0.142,6.4799995,4.398633,0.0,0.0,0.0,0.042606592,0.0,0.0,0.0,29.7305,5.6002855,315.0001,0.0,30.4,23.016712,0.0,0.0,0,6,1,Medium
Kolkata,2021-03-29,324.2,302.2,118.0,52.2,132.4,39.7,1.79,42.3,185.9,1.93,29.03,0.2,297.8,Very Poor,24.9305,97.346924,30.389168,0.0,1006.6,6.489992,24.4805,0.0,1005.4471,28.380499,0.14,16.199999,176.82024,9.0,0.0,0.0,0.08362222,0.0,19.0,0.0,29.880499,15.111424,192.38075,0.0,29.8,24.618427,0.0,0.0,0,0,0,Medium
Kolkata,2021-03-30,336.0,426.2,195.1,50.9,112.9,9.1,3.17,31.9,103.2,7.85,17.74,9.34,283.9,Poor,26.0805,96.21963,30.940304,0.0,1001.5,14.84318,25.4305,0.0,1000.35724,29.780499,0.135,28.8,194.03627,0.0,0.0,0.0,0.12754703,0.0,9.0,0.0,30.4305,26.525429,198.18913,0.0,29.4,25.615404,0.0,0.0,0,1,0,Medium
Kolkata,2021-03-31,205.0,121.8,110.7,87.3,111.8,13.2,0.58,52.1,67.4,12.95,27.66,7.36,197.2,Poor,25.8305,81.04823,29.177162,0.0,997.3,12.074766,22.3305,2.0,996.16113,29.780499,0.148,14.759999,206.56499,59.0,0.0,0.026866226,0.63024306,61.0,0.0,6.0,30.8305,25.872456,211.92084,0.0,21.8,23.273212,0.0,0.0,0,2,0,Medium
Kolkata,2021-04-01,121.7,588.4,28.4,78.7,32.1,40.3,2.38,51.3,19.0,11.29,29.99,9.89,147.4,Severe,25.130499,96.193275,30.042995,0.0,1000.4,10.233123,24.4805,0.0,999.2551,29.8305,0.146,9.36,129.28938,0.0,0.0,0.0,0.12141991,0.0,100.0,0.0,30.9305,11.966954,133.7812,1.0,14.7,24.662766,0.0,0.0,0,3,0,Medium
Kolkata,2021-04-02,294.4,212.5,65.8,87.1,24.6,46.0,6.03,92.7,64.3,0.17,19.87,7.16,181.9,Satisfactory,25.130499,94.19651,30.363338,0.0,1004.5,6.519877,24.130499,0.0,1003.35046,30.280499,0.141,11.159999,186.3401,2.0,0.0,0.0,0.18511534,0.0,2.0,0.0,31.1805,13.1041975,195.94547,1.0,30.5,24.39256,0.0,0.0,0,4,0,Medium
Kolkata,2021-04-03,412.5,484.4,150.7,27.5,125.1,46.0,1.89,86.6,12.9,8.25,20.72,3.11,162.4,Moderate,25.780499,95.355064,31.908798,0.0,1006.7,4.1046314,24.9805,1.0,1005.5505,30.280499,0.146,12.959999,232.12495,28.0,0.0,0.0,0.15396953,0.0,28.0,0.0,31.380499,10.296251,233.53067,1.0,22.8,25.19752,0.0,0.0,0,5,1,Medium
Kolkata,2021-04-04,259.1,344.7,99.5,139.6,164.9,44.8,2.86,11.6,197.9,9.64,9.18,6.87,292.5,Moderate,25.8305,97.65426,31.53865,0.0,1008.1,9.028754,25.4305,1.0,1006.9488,29.530499,0.141,14.04,203.49858,25.0,0.0,0.0,0.07798338,0.0,34.0,3.0,31.280499,16.434305,208.8107,1.0,32.9,25.561731,0.0,0.0,0,6,1,Medium
Kolkata,2021-04-05,220.5,568.0,49.6,24.8,152.1,23.0,8.21,79.6,82.9,8.66,23.96,1.28,99.9,Good,24.1805,92.1829,28.991718,0.0,1010.1,4.0249224,22.8305,0.0,1008.9402,25.5805,0.168,10.08,206.56499,0.0,0.0,0.0,0.23563528,0.0,2.0,0.0,29.7305,5.6002855,224.9999,1.0,20.8,23.179121,0.0,0.0,0,0,0,Medium
Kolkata,2021-04-06,224.0,159.9,26.1,112.9,146.6,0.8,2.35,29.4,133.3,4.56,8.41,3.03,332.8,Poor,24.5805,99.403465,30.051395,0.0,1009.5,6.4096174,24.4805,0.0,1008.3424,27.7305,0.162,9.72,231.84273,0.0,0.0,0.0,0.018414259,0.0,100.0,0.0,29.9305,13.551501,230.38934,1.0,28.8,24.543274,0.0,0.0,0,1,0,Medium
Kolkata,2021-04-07,335.8,550.3,163.5,51.8,220.3,0.3,9.25,78.2,171.4,7.18,18.23,6.07,202.0,Good,25.5805,92.81585,29.685623,0.0,1010.5,15.111424,24.3305,1.0,1009.34515,27.8305,0.16,24.119999,167.61925,27.0,0.0,0.005665543,0.23535204,0.0,39.0,0.0,29.9305,25.455843,171.86998,1.0,33.6,24.651648,0.0,0.0,0,2,0,Medium
Kolkata,2021-04-08,65.3,62.5,134.1,43.9,99.5,12.1,4.69,77.6,158.8,7.4,15.08,9.47,246.6,Moderate,26.9805,83.926476,30.831654,0.0,1007.4,15.546833,24.030499,2.0,1006.25397,29.030499,0.155,30.599998,185.31445,68.0,0.0,0.031072002,0.5718789,0.0,41.0,14.0,30.130499,26.27753,189.46225,1.0,41.2,24.789434,0.0,0.0,0,3,0,Medium
Kolkata,2021-04-09,434.1,87.1,161.5,14.3,67.2,1.8,8.06,74.4,191.3,18.36,21.57,8.64,56.1,Moderate,26.5805,87.48548,31.558632,0.0,1008.3,9.114471,24.3305,2.0,1007.15137,29.030499,0.156,23.039999,170.9098,55.0,0.0,0.029024297,0.43490314,1.0,22.0,31.0,30.3305,17.28,180.0,1.0,47.3,24.90048,0.0,0.0,0,4,0,Medium
Kolkata,2021-04-10,234.0,73.6,71.1,38.0,83.8,21.2,1.43,20.9,102.2,13.75,10.13,5.32,458.7,Severe,25.8305,95.35674,31.593964,0.0,1009.5,6.830519,25.030499,1.0,1008.3472,28.9305,0.147,15.119999,198.43504,27.0,0.0,0.013160895,0.15436888,52.0,12.0,8.0,30.3305,14.8257065,209.0545,1.0,44.0,25.247604,0.0,0.0,0,5,1,Medium
Kolkata,2021-04-11,75.7,459.0,1.7,17.5,228.9,38.6,0.58,5.4,86.4,8.49,22.22,9.49,365.6,Very Poor,25.530499,96.77999,30.856903,0.0,1010.3,9.605998,24.9805,0.0,1009.1453,28.780499,0.145,15.84,192.99461,7.0,0.0,0.012377796,0.10516739,6.0,21.0,0.0,30.630499,19.130875,199.79897,1.0,32.5,25.142189,0.0,0.0,0,6,1,Medium
Kolkata,2021-04-12,498.4,301.7,138.0,69.8,40.6,46.6,6.29,71.9,19.1,1.56,5.93,1.96,270.8,Severe,26.530499,95.66347,33.339203,0.0,1011.2,3.096837,25.780499,1.0,1010.0481,29.4805,0.144,20.16,305.53775,37.0,0.0,0.009940868,0.15023637,0.0,14.0,22.0,31.130499,7.342588,281.3099,1.0,39.0,25.988039,0.0,0.0,0,0,0,Medium
Kolkata,2021-04-13,227.6,76.1,73.0,35.4,138.7,8.4,0.36,11.3,29.7,17.11,8.01,0.85,180.3,Satisfactory,25.8305,95.07291,31.410694,0.0,1010.3,7.8625183,24.9805,0.0,1009.1463,30.380499,0.144,16.199999,195.94547,0.0,0.0,0.014937654,0.1638062,1.0,0.0,0.0,31.3305,17.25373,203.35558,1.0,37.1,25.20876,0.0,0.0,0,1,0,Medium
Kolkata,2021-04-14,89.4,24.8,9.4,47.2,18.1,30.5,6.64,34.1,96.7,6.56,3.82,3.85,166.9,Good,26.3305,96.7988,31.6184,0.0,1009.0,13.527572,25.780499,0.0,1007.8496,29.030499,0.145,25.56,205.2011,7.0,0.0,0.015118103,0.10960555,57.0,6.0,0.0,31.380499,24.48,208.07239,1.0,29.1,25.944971,0.0,0.0,0,2,0,Medium
Kolkata,2021-04-15,231.5,551.8,175.8,74.9,227.9,17.5,3.29,33.4,89.5,3.83,10.53,8.78,343.4,Moderate,26.6805,95.385315,32.679775,0.0,1007.5,9.114471,25.880499,2.0,1006.353,30.380499,0.152,16.199999,189.0902,69.0,0.0,0.016591864,0.16128731,58.0,0.0,0.0,31.4305,19.130875,199.79897,1.0,32.9,26.099136,0.0,0.0,0,3,0,Medium
Kolkata,2021-04-16,419.7,262.1,102.4,2.7,107.5,3.1,9.82,34.7,157.9,0.81,17.58,3.93,350.4,Moderate,26.9805,90.7071,33.41687,0.0,1007.0,3.563818,25.3305,3.0,1005.85443,29.9805,0.158,19.08,135.0001,100.0,0.0,0.017306771,0.33058524,82.0,0.0,82.0,31.030499,8.311245,184.96965,1.0,33.3,25.74459,0.0,0.0,0,4,0,Medium
Kolkata,2021-04-17,207.8,70.4,20.4,11.2,117.6,19.5,9.08,89.3,188.1,6.7,21.56,5.94,447.0,Very Poor,25.9805,93.39253,31.12714,0.0,1009.2,10.163227,24.8305,0.0,1008.0482,27.880499,0.158,18.72,202.93213,1.0,0.0,0.022215907,0.22163105,0.0,1.0,1.0,30.280499,20.991426,210.96368,1.0,32.3,25.127502,0.0,0.0,0,5,1,Medium
Kolkata,2021-04-18,415.1,313.4,56.3,99.0,116.4,44.7,6.03,94.3,186.1,4.28,21.96,9.19,135.7,Good,25.4805,91.15413,30.060669,0.0,1009.7,10.137692,23.9305,1.0,1008.5457,26.6805,0.157,25.56,196.50444,38.0,0.0,0.024696756,0.2880895,0.0,1.0,26.0,30.4305,19.161337,205.60214,1.0,41.5,24.325714,0.0,0.0,0,6,1,Medium
Kolkata,2021-04-19,479.8,428.7,21.6,141.9,231.8,18.1,8.69,40.2,191.1,6.47,18.69,1.74,364.0,Severe,25.780499,94.50549,30.718956,0.0,1007.2,11.592894,24.8305,0.0,1006.04987,28.130499,0.155,22.319998,216.15828,0.0,0.0,0.019663641,0.18213367,0.0,0.0,14.0,30.280499,22.42427,222.39738,1.0,32.1,25.081314,0.0,0.0,0,0,0,Medium
Kolkata,2021-04-20,486.2,207.2,139.0,54.5,52.1,48.3,4.74,86.7,71.3,6.01,15.89,6.74,136.9,Good,27.530499,90.47473,32.54142,0.0,1006.5,15.646544,25.8305,0.0,1005.35724,30.030499,0.15,27.72,203.02553,19.0,0.0,0.03439612,0.34991336,0.0,76.0,0.0,30.9805,25.925,205.49751,1.0,34.1,26.254372,0.0,0.0,0,1,0,Medium
Kolkata,2021-04-21,136.5,350.9,13.0,141.5,197.8,16.6,3.29,43.8,86.5,18.05,25.62,9.71,159.7,Good,27.8305,87.85402,32.74378,0.0,1007.8,15.379206,25.630499,1.0,1006.657,30.4805,0.146,25.919998,196.31393,29.0,0.0,0.041985363,0.45407295,0.0,59.0,0.0,31.380499,25.045238,198.43504,1.0,39.3,26.176867,0.0,0.0,0,2,0,Medium
Kolkata,2021-04-22,366.9,299.2,165.7,73.6,1.2,6.6,8.88,50.1,121.4,3.05,24.06,8.8,403.9,Good,26.280499,93.40678,31.560184,0.0,1008.0,10.594036,25.130499,1.0,1006.85077,28.3305,0.168,22.68,170.21767,32.0,0.0,0.020821888,0.22509623,90.0,7.0,8.0,31.2305,18.374111,177.7543,1.0,46.1,25.4273,0.0,0.0,0,3,0,Medium
Kolkata,2021-04-23,478.3,197.1,112.7,20.4,120.0,21.3,6.19,59.0,155.4,16.37,4.41,7.06,145.3,Very Poor,24.5805,96.46729,29.797607,0.0,1009.3,5.991594,23.9805,0.0,1008.14264,28.1805,0.244,8.64,302.7352,1.0,0.0,0.013136469,0.10905337,88.0,0.0,0.0,29.9305,11.592895,295.76926,1.0,33.4,24.150059,0.0,0.0,0,4,0,Medium
Kolkata,2021-04-24,394.3,172.6,66.7,88.4,55.7,27.5,6.9,80.0,156.7,9.09,18.81,0.26,192.9,Good,25.1805,92.51665,30.096123,0.0,1007.7,7.628263,23.880499,0.0,1006.5468,27.780499,0.217,11.5199995,160.70985,17.0,0.0,0.020175202,0.23941517,53.0,0.0,0.0,30.130499,16.199999,180.0,1.0,28.3,24.214455,0.0,0.0,0,5,1,Medium
Kolkata,2021-04-25,57.7,190.4,145.5,64.7,168.6,26.9,3.77,6.9,188.6,13.72,2.34,7.5,110.2,Poor,26.3305,91.48019,31.317726,0.0,1006.6,11.252519,24.8305,0.0,1005.45233,29.6805,0.192,21.599998,187.35228,0.0,0.0,0.025465006,0.29173923,1.0,0.0,0.0,30.6805,23.34455,197.03786,1.0,30.2,25.210402,0.0,0.0,0,6,1,Medium
Kolkata,2021-04-26,409.7,295.0,81.1,120.1,64.9,20.4,9.91,59.4,164.6,0.04,11.84,1.61,139.8,Very Poor,27.030499,80.71219,31.010002,0.0,1006.0,12.144331,23.4305,0.0,1004.8559,29.6805,0.174,20.519999,191.9761,12.0,0.0,0.052003775,0.68829703,0.0,0.0,1.0,31.4305,23.933907,201.16133,1.0,34.9,24.380625,0.0,0.0,0,0,0,Medium
Kolkata,2021-04-27,100.8,559.9,55.6,140.6,167.9,5.4,1.69,66.4,68.8,3.83,10.36,9.18,183.1,Good,26.9805,89.101204,32.222958,0.0,1006.5,10.390226,25.030499,2.0,1005.355,30.280499,0.162,20.16,194.03627,67.0,0.0,0.030026287,0.38772607,55.0,0.0,0.0,31.780499,19.33639,204.17911,1.0,37.8,25.519295,0.0,0.0,0,1,0,Medium
Kolkata,2021-04-28,179.1,531.4,165.6,30.0,160.3,34.5,6.64,24.5,112.3,19.72,5.98,8.38,335.8,Poor,27.030499,96.24569,33.508526,0.0,1009.2,8.209263,26.380499,0.0,1008.05225,30.630499,0.156,16.199999,142.12495,6.0,0.0,0.0145343635,0.13393188,0.0,8.0,0.0,32.1805,14.118243,160.64091,1.0,37.8,26.568104,0.0,0.0,0,2,0,Medium
Kolkata,2021-04-29,17.6,60.9,185.2,39.7,92.8,46.4,4.03,3.0,41.7,10.19,3.15,0.71,334.2,Severe,26.130499,95.08365,31.773045,0.0,1010.0,8.78872,25.280499,0.0,1008.8479,29.8305,0.157,13.32,145.0079,17.0,0.0,0.016496787,0.16636658,0.0,10.0,0.0,31.9805,15.941944,154.59233,1.0,34.8,25.50919,0.0,0.0,0,3,0,Medium
Kolkata,2021-04-30,28.1,444.1,146.2,130.0,67.2,14.2,7.24,52.1,190.5,15.47,9.29,0.61,433.4,Very Poor,26.380499,92.03056,31.621498,0.0,1008.5,10.182337,24.9805,0.0,1007.3505,29.2305,0.147,22.68,188.13002,1.0,0.0,0.023717826,0.27369285,0.0,1.0,1.0,31.880499,19.06301,190.88548,1.0,43.1,25.336086,0.0,0.0,0,4,0,Medium
Kolkata,2021-05-01,303.2,406.1,197.4,120.1,210.2,2.7,4.08,1.7,122.1,13.05,15.64,5.58,160.3,Satisfactory,25.0805,91.956116,30.565777,0.0,1007.9,2.8799999,23.6805,1.0,1006.7462,26.5805,0.148,18.0,360.0,29.0,0.0,0.014976054,0.25582767,10.0,0.0,0.0,31.4805,4.6938252,265.60138,1.0,36.0,24.039404,0.0,0.0,0,5,1,Medium
Kolkata,2021-05-02,313.9,388.9,142.6,23.9,75.3,27.1,2.56,23.3,17.4,6.8,19.18,2.89,326.9,Satisfactory,26.380499,92.03056,31.743443,0.0,1008.9,9.346143,24.9805,0.0,1007.7501,29.3305,0.148,14.4,164.3577,11.0,0.0,0.02258407,0.27369285,0.0,16.0,0.0,31.3305,17.339897,175.23645,1.0,40.3,25.336086,1.0,2.4040954,0,6,1,Medium
Kolkata,2021-05-03,188.3,459.1,137.9,111.3,147.1,26.3,2.21,4.0,8.7,11.45,6.06,9.17,384.2,Moderate,25.630499,88.19665,30.54498,0.0,1007.9,6.162207,23.530499,2.0,1006.74835,26.9805,0.157,18.72,263.29025,78.0,0.0,0.024587564,0.38785625,98.0,1.0,56.0,31.030499,12.0694,252.64589,1.0,44.7,24.068197,0.0,0.0,0,0,0,Medium
Kolkata,2021-05-04,490.2,395.7,38.6,63.4,216.3,35.4,2.7,38.8,159.1,7.22,3.69,0.58,150.9,Satisfactory,23.0805,93.53728,27.289696,0.1,1008.5,4.829907,21.9805,51.0,1007.3376,25.9305,0.256,7.92,243.43501,100.0,0.1,0.015955945,0.18235612,100.0,100.0,33.0,29.780499,6.696387,233.74606,1.0,49.2,22.267414,0.0,0.0,0,1,0,Medium
Kolkata,2021-05-05,378.6,173.8,94.2,109.0,135.6,16.3,7.12,7.1,192.0,8.04,16.98,5.38,3.2,Severe,24.4805,95.31084,29.14756,0.0,1008.9,8.4963045,23.6805,0.0,1007.7428,26.3305,0.255,15.119999,126.384445,18.0,0.0,0.016677592,0.14389396,1.0,4.0,2.0,28.4805,15.7908325,136.8476,1.0,45.6,23.895325,0.0,0.0,0,2,0,Medium
Kolkata,2021-05-06,135.9,35.3,33.7,22.6,129.2,10.7,5.03,12.0,84.6,15.96,24.37,8.9,223.9,Moderate,24.530499,95.88776,29.771461,0.0,1009.2,5.1919937,23.8305,0.0,1008.0424,26.3305,0.329,8.64,146.3099,8.0,0.0,0.01360462,0.12656665,0.0,0.0,1.0,28.1805,11.525623,178.21013,1.0,43.6,24.022465,1.0,2.3603494,0,3,0,Medium
